person_id,x,y,cluster
Grp20220712.15.1,20.016155,1.978780,-1
Grp20220712.15.1,19.983572,1.985432,-1
Grp20220712.15.1,19.939497,1.979408,-1
Grp20220712.15.1,19.906345,1.985855,-1
Grp20220712.15.1,19.877796,1.990945,-1
Grp20220712.15.1,19.834070,1.999188,-1
Grp20220712.15.1,19.799549,1.997387,-1
Grp20220712.15.1,19.734612,1.980342,-1
Grp20220712.15.1,19.568228,2.067063,-1
Grp20220712.15.1,19.530191,2.089094,-1
Grp20220712.15.1,19.518024,2.149447,-1
Grp20220712.15.1,19.439377,2.198595,-1
Grp20220712.15.1,19.450548,2.203254,-1
Grp20220712.15.1,19.458048,2.191556,-1
Grp20220712.15.1,19.362982,2.169840,-1
Grp20220712.15.1,19.295536,2.207452,-1
Grp20220712.15.1,19.312639,2.210161,-1
Grp20220712.15.1,19.235931,2.211188,-1
Grp20220712.15.1,19.155230,2.279472,-1
Grp20220712.15.1,19.124273,2.279233,-1
Grp20220712.15.1,18.992472,2.272413,-1
Grp20220712.15.1,18.948875,2.208939,-1
Grp20220712.15.1,18.940510,2.197172,-1
Grp20220712.15.1,18.865681,2.201754,-1
Grp20220712.15.1,18.838776,2.190645,-1
Grp20220712.15.1,18.804432,2.209506,-1
Grp20220712.15.1,18.729528,2.241296,-1
Grp20220712.15.1,18.675890,2.249084,-1
Grp20220712.15.1,18.703178,2.222239,-1
Grp20220712.15.1,18.613981,2.207412,-1
Grp20220712.15.1,18.576460,2.216578,-1
Grp20220712.15.1,18.564962,2.209988,-1
Grp20220712.15.1,18.491341,2.268617,-1
Grp20220712.15.1,18.504581,2.262587,-1
Grp20220712.15.1,18.503242,2.263808,-1
Grp20220712.15.1,18.434977,2.302513,-1
Grp20220712.15.1,17.759800,2.470906,-1
Grp20220712.15.1,17.776363,2.459710,-1
Grp20220712.15.1,17.706831,2.438677,-1
Grp20220712.15.1,17.660257,2.382423,-1
Grp20220712.15.1,17.624275,2.339126,-1
Grp20220712.15.1,17.602955,2.312196,-1
Grp20220712.15.1,17.608627,2.279928,-1
Grp20220712.15.1,17.610809,2.278982,-1
Grp20220712.15.1,17.596979,2.249822,-1
Grp20220712.15.1,17.605709,2.226169,-1
Grp20220712.15.1,17.603325,2.195364,-1
Grp20220712.15.1,17.541794,2.212132,-1
Grp20220712.15.1,17.514160,2.256981,-1
Grp20220712.15.1,17.480564,2.309891,-1
Grp20220712.15.1,17.381271,2.340792,-1
Grp20220712.15.1,17.282370,2.383226,-1
Grp20220712.15.1,17.217178,2.441547,-1
Grp20220712.15.1,17.163099,2.484805,-1
Grp20220712.15.1,14.681218,2.516665,-1
Grp20220712.15.1,17.192982,2.437962,-1
Grp20220712.15.1,17.194695,2.419846,-1
Grp20220712.15.1,17.122370,2.434910,-1
Grp20220712.15.1,17.090155,2.405846,-1
Grp20220712.15.1,16.987537,2.420102,-1
Grp20220712.15.1,16.883797,2.482503,-1
Grp20220712.15.1,16.820435,2.494030,-1
Grp20220712.15.1,16.733278,2.554747,-1
Grp20220712.15.1,16.625551,2.581485,-1
Grp20220712.15.1,16.566202,2.541148,-1
Grp20220712.15.1,15.256011,2.485252,-1
Grp20220712.15.1,15.147225,2.502678,-1
Grp20220712.15.1,15.024258,2.443002,-1
Grp20220712.15.1,14.993716,2.453989,-1
Grp20220712.15.1,14.925365,2.447927,-1
Grp20220712.15.1,14.735236,2.478444,-1
Grp20220712.15.1,14.591825,2.600157,-1
Grp20220712.15.1,14.526381,2.593438,-1
Grp20220712.15.1,14.495692,2.617346,-1
Grp20220712.15.1,14.509102,2.612314,-1
Grp20220712.15.1,14.508714,2.568343,-1
Grp20220712.15.1,14.447590,2.622856,-1
Grp20220712.15.1,14.045601,2.591574,-1
Grp20220712.15.1,13.979965,2.576588,-1
Grp20220712.15.1,13.928875,2.597512,-1
Grp20220712.15.1,13.942787,2.562905,-1
Grp20220712.15.1,13.933400,2.507116,-1
Grp20220712.15.1,13.840516,2.536865,-1
Grp20220712.15.1,13.796445,2.545473,-1
Grp20220712.15.1,13.754240,2.542828,-1
Grp20220712.15.1,13.729694,2.488859,-1
Grp20220712.15.1,13.676242,2.497592,-1
Grp20220712.15.1,13.656153,2.486846,-1
Grp20220712.15.1,13.561097,2.481393,-1
Grp20220712.15.1,13.488180,2.532924,-1
Grp20220712.15.1,13.418789,2.584286,-1
Grp20220712.15.1,12.851087,2.312859,-1
Grp20220712.15.1,12.758595,2.337961,-1
Grp20220712.15.1,12.677117,2.364776,-1
Grp20220712.15.1,12.545967,2.379798,-1
Grp20220712.15.1,12.491162,2.416224,-1
Grp20220712.15.1,12.399809,2.484441,0
Grp20220712.15.1,12.307076,2.439148,0
Grp20220712.15.1,12.229896,2.487377,0
Grp20220712.15.1,12.126425,2.546450,0
Grp20220712.15.1,11.968522,2.590605,0
Grp20220712.15.1,11.853234,2.613133,0
Grp20220712.15.1,11.805064,2.659858,0
Grp20220712.15.1,11.839437,2.618456,0
Grp20220712.15.1,11.050693,2.589329,0
Grp20220712.15.1,11.062346,2.570822,0
Grp20220712.15.1,11.022866,2.566165,0
Grp20220712.15.1,11.027190,2.564826,0
Grp20220712.15.1,11.034549,2.555568,0
Grp20220712.15.1,11.034025,2.570398,0
Grp20220712.15.1,11.029713,2.593921,0
Grp20220712.15.1,11.041473,2.621867,0
Grp20220712.15.1,11.027926,2.592546,0
Grp20220712.15.1,11.025211,2.555307,0
Grp20220712.15.1,11.017830,2.525204,0
Grp20220712.15.1,10.979953,2.502891,0
Grp20220712.15.1,10.973477,2.495415,0
Grp20220712.15.1,10.971522,2.497408,0
Grp20220712.15.1,11.345056,2.441437,0
Grp20220712.15.1,11.359995,2.455617,0
Grp20220712.15.1,11.365688,2.451355,0
Grp20220712.15.1,11.360332,2.443010,0
Grp20220712.15.1,11.363628,2.452124,0
Grp20220712.15.1,11.359475,2.455491,0
Grp20220712.15.1,11.379167,2.458909,0
Grp20220712.15.1,11.387712,2.456973,0
Grp20220712.15.1,11.404549,2.463318,0
Grp20220712.15.1,11.404670,2.479373,0
Grp20220712.15.1,11.384062,2.506759,0
Grp20220712.15.1,11.354650,2.510970,0
Grp20220712.15.1,11.366478,2.508507,0
Grp20220712.15.1,11.368297,2.501192,0
Grp20220712.15.1,11.368742,2.476905,0
Grp20220712.15.1,11.384269,2.463625,0
Grp20220712.15.1,11.391765,2.448487,0
Grp20220712.15.1,11.386971,2.435739,0
Grp20220712.15.1,11.384048,2.400741,0
